url,title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
,Constantine,movie,"Action, Fantasy, Horror",2005,tt0360486,7,382804,"AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, FI, FR, GT, JM, LC, MC, MX, NI, NL, NO, PA, PE, PY, SE, SV, TC, TT, UY, VE"
,"The Mummy",movie,"Action, Adventure, Fantasy",1999,tt0120616,7.1,471739,"BE, FR"
,"Rear Window",movie,"Mystery, Thriller",1954,tt0047396,8.5,532836,"AR, BO, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,"Apollo 13",movie,"Adventure, Drama, History",1995,tt0112384,7.7,320762,"AR, BO, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,"Fat Girl",movie,Drama,2001,tt0243255,6.4,13085,"AG, BB, BS, HN, NI, TT, US"
,"The Birds",movie,"Drama, Horror, Mystery",1963,tt0056869,7.6,209117,"AR, BO, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,Frenzy,movie,Thriller,1972,tt0068611,7.4,50305,"AR, BO, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,"The Man Who Knew Too Much",movie,"Drama, Thriller",1956,tt0049470,7.4,71172,"AR, BO, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,"The Wild Bunch",movie,"Action, Adventure, Drama",1969,tt0065214,7.9,91645,"AR, BE, BO, BR, CL, CO, CR, FR, GT, MC, MX, PE, SV, UY"
,"The Da Vinci Code",movie,"Mystery, Thriller",2006,tt0382625,6.6,465177,"AR, BA, BG, BO, BR, BZ, CL, CO, CR, DO, EC, GT, HR, HU, JM, LC, MD, ME, MK, MX, PA, PE, PY, SI, SK, SV, TC, UY, VE"
,Solaris,movie,"Drama, Mystery, Sci-Fi",1972,tt0069293,7.9,99957,"AG, BB, BS, HN, NI, TT, US"
,"To Kill a Mockingbird",movie,"Crime, Drama",1962,tt0056592,8.3,337662,"BZ, DO, EC, JM, LC, PA, PY, TC, VE"
,Titanic,movie,"Drama, Romance",1997,tt0120338,7.9,1310237,"DK, ES, FI, NO, SE"
,"City of God",movie,"Crime, Drama",2002,tt0317248,8.6,816657,"AR, BO, BR, CL, CO, CR, ES, FR, GT, MX, PE, SV, UY"
,"Full Metal Jacket",movie,"Drama, War",1987,tt0093058,8.2,805036,"AD, AG, AR, BB, BE, BO, BR, BS, CL, CO, CR, DK, ES, FI, FR, GT, MC, MX, NI, NL, NO, PE, PT, SE, SV, TT, UY"
,"Independence Day",movie,"Action, Adventure, Sci-Fi",1996,tt0116629,7,617321,US
,"The Matrix",movie,"Action, Sci-Fi",1999,tt0133093,8.7,2099015,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, FR, GT, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, PA, PE, PL, PT, PY, RO, SI, SK, SV, TC, TT, UY, VE"
,"The Matrix Reloaded",movie,"Action, Sci-Fi",2003,tt0234215,7.2,641029,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, FR, GT, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, PA, PE, PL, PT, PY, RO, SI, SK, SV, TC, TT, UY, VE"
,"The Matrix Revolutions",movie,"Action, Sci-Fi",2003,tt0242653,6.7,551796,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, FR, GT, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, PA, PE, PL, PT, PY, RO, SI, SK, SV, TC, TT, UY, VE"
,"Men in Black",movie,"Action, Adventure, Comedy",1997,tt0119654,7.3,625356,"AR, BA, BG, BO, BR, BZ, CL, CO, CR, CZ, DO, EC, GT, HR, HU, JM, LC, MD, ME, MK, MX, PA, PE, PY, RO, SI, SK, SV, TC, UY, VE"
,"Men in Black II",movie,"Action, Adventure, Comedy",2002,tt0120912,6.2,411157,"AR, BA, BG, BO, BR, BZ, CL, CO, CR, DO, EC, GT, HR, HU, JM, LC, MD, ME, MK, MX, PA, PE, PY, SI, SK, SV, TC, UY, VE"
,Poltergeist,movie,"Horror, Thriller",1982,tt0084516,7.3,184768,"AR, BE, BO, BR, CL, CO, CR, FR, GT, MX, NL, PE, SV, US, UY"
,"Wild Strawberries",movie,"Drama, Romance",1957,tt0050986,8.1,117173,"AG, BB, BS, HN, NI, TT, US"
,"The Last Samurai",movie,"Action, Drama",2003,tt0325710,7.8,479370,"AD, AR, BO, BR, BZ, CL, CO, CR, DO, EC, ES, GT, JM, LC, MX, PA, PE, PT, PY, SV, TC, UY, VE"
,"Wild Things",movie,"Crime, Drama, Mystery",1998,tt0120890,6.6,133663,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,"The Bodyguard",movie,"Action, Drama, Music",1992,tt0103855,6.4,150720,"AD, AR, BE, BO, BR, BZ, CL, CO, CR, DO, EC, ES, FR, GT, JM, LC, MC, MX, NL, PA, PE, PT, PY, SV, TC, UY, VE"
,Ghostbusters,movie,"Action, Comedy, Fantasy",1984,tt0087332,7.8,461586,"BE, BZ, CZ, DO, EC, FR, JM, LC, PA, PY, RO, TC, VE"
,Grease,movie,"Comedy, Musical, Romance",1978,tt0077631,7.2,307227,"AG, BB, BS, ES, NI, TT"
,Trainspotting,movie,Drama,1996,tt0117951,8.1,736798,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,"Interview with the Vampire",movie,"Drama, Fantasy, Horror",1994,tt0110148,7.5,355413,"AD, AR, BE, BO, BR, CL, CO, CR, ES, FR, GT, MX, PE, SV, US, UY"
,"The Wizard of Oz",movie,"Adventure, Family, Fantasy",1939,tt0032138,8.1,436172,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, FR, GT, HN, JM, LC, MC, MX, NI, PA, PE, PT, PY, RS, SV, TC, TT, US, UY, VE"
,"Bridget Jones's Diary",movie,"Comedy, Drama, Romance",2001,tt0243155,6.8,268442,"FR, HN, RS, US"
,"When Harry Met Sally...",movie,"Comedy, Drama, Romance",1989,tt0098635,7.7,248055,"CZ, RO"
,"Battleship Potemkin",movie,"Drama, History, Thriller",1925,tt0015648,7.9,62327,"AG, BB, BS, HN, NI, TT, US"
,"Beauty and the Beast",movie,"Drama, Fantasy, Romance",1946,tt0038348,7.9,28544,"AG, BB, BS, HN, NI, RS, TT, US"
,"Belle de Jour",movie,"Drama, Romance",1967,tt0061395,7.6,50128,"AG, BB, BS, HN, NI, TT, US"
,Troy,movie,"Adventure, Drama",2004,tt0332452,7.3,581002,"AD, AR, BO, BR, BZ, CL, CO, CR, DK, DO, EC, ES, FI, GT, JM, LC, MX, NO, PA, PE, PT, PY, SE, SV, TC, UY, VE"
,"On the Waterfront",movie,"Crime, Drama, Thriller",1954,tt0047296,8.1,168034,"AR, BA, BG, BO, BR, BZ, CL, CO, CR, CZ, DO, EC, GT, HR, HU, JM, LC, MD, ME, MK, MX, PA, PE, PL, PY, RO, SI, SK, SV, TC, UY, VE"
,"Paris, Texas",movie,Drama,1984,tt0087884,8.1,125026,"AG, BB, BS, HN, NI, TT, US"
,"From Russia with Love",movie,"Action, Adventure, Thriller",1963,tt0057076,7.3,148065,"AG, BB, BS, NI, TT"
,Goldfinger,movie,"Action, Adventure, Thriller",1964,tt0058150,7.7,205706,"AG, BB, BS, NI, TT"
,"The Tin Drum",movie,"Drama, War",1979,tt0078875,7.5,26337,"AG, BB, BS, HN, NI, TT, US"
,"The Marriage of Maria Braun",movie,Drama,1979,tt0079095,7.7,15246,"AG, BB, BS, HN, NI, TT, US"
,"Saw IV",movie,"Horror, Mystery, Thriller",2007,tt0890870,5.9,168159,US
,Twister,movie,"Action, Adventure, Thriller",1996,tt0117998,6.5,237670,"AR, BO, BR, CL, CO, CR, CZ, GT, HN, MX, PE, RO, SV, UY"
,Ben-Hur,movie,"Adventure, Drama",1959,tt0052618,8.1,257378,"AR, BE, BO, BR, BZ, CL, CO, CR, DO, EC, FR, GT, JM, LC, MC, MX, PA, PE, PY, SV, TC, UY, VE"
,"On Her Majesty's Secret Service",movie,"Action, Adventure, Thriller",1969,tt0064757,6.7,101236,"AG, BB, BS, NI, TT"
,"Nanook of the North",movie,Documentary,1922,tt0013427,7.6,13705,"AG, BB, BS, HN, NI, TT, US"
,Oldboy,movie,"Action, Drama, Mystery",2003,tt0364569,8.3,654239,"DK, FI, NO, SE"
,"Harry Potter and the Sorcerer's Stone",movie,"Adventure, Family, Fantasy",2001,tt0241527,7.6,876672,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, SE, SI, SK, SV, TC, TT, US, UY, VE"
,"Harry Potter and the Chamber of Secrets",movie,"Adventure, Family, Fantasy",2002,tt0295297,7.4,707984,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, SE, SI, SK, SV, TC, TT, US, UY, VE"
,"Harry Potter and the Prisoner of Azkaban",movie,"Adventure, Family, Fantasy",2004,tt0304141,7.9,708032,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
,"Harry Potter and the Goblet of Fire",movie,"Adventure, Family, Fantasy",2005,tt0330373,7.7,696689,"AD, AG, AR, BA, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
,"Harry Potter and the Order of the Phoenix",movie,"Action, Adventure, Family",2007,tt0373889,7.5,647438,"AD, AG, AR, BA, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NL, NO, PA, PE, PL, PT, PY, RO, SE, SI, SK, SV, TC, TT, US, UY, VE"
,"Pearl Harbor",movie,"Action, Drama, Romance",2001,tt0213149,6.2,356458,"AG, BB, BS, NI, TT"
,Aliens,movie,"Action, Adventure, Sci-Fi",1986,tt0090605,8.4,788728,"AG, BB, BS, HN, NI, RS, TT, US"
,"Pulp Fiction",movie,"Crime, Drama",1994,tt0110912,8.9,2270247,"AG, BB, BS, HN, NI, RS, TT"
,Contact,movie,"Drama, Mystery, Sci-Fi",1997,tt0118884,7.5,298135,"BE, FR"
,"The Bridges of Madison County",movie,"Drama, Romance",1995,tt0112579,7.6,90772,"AD, BE, BZ, DO, EC, ES, FR, JM, LC, MC, PT, PY, TC, VE"
,"The Spy Who Loved Me",movie,"Action, Adventure, Thriller",1977,tt0076752,7,118115,"AG, BB, BS, NI, TT"
,"The Shining",movie,"Drama, Horror",1980,tt0081505,8.4,1134522,"AD, AR, BA, BE, BG, BO, BR, BZ, CL, CO, CR, DO, EC, ES, FR, GT, HR, JM, LC, MD, ME, MK, MX, NL, PA, PE, PT, PY, SI, SK, SV, TC, US, UY, VE"
,"A Hard Day's Night",movie,"Comedy, Musical",1964,tt0058182,7.5,48830,"AG, BB, BS, HN, NI, RS, TT, US"
,"A View to a Kill",movie,"Action, Adventure, Thriller",1985,tt0090264,6.3,106533,"AG, BB, BS, NI, TT"
,"Licence to Kill",movie,"Action, Adventure, Thriller",1989,tt0097742,6.7,113786,"AG, BB, BS, NI, TT"
,"Four Weddings and a Funeral",movie,"Comedy, Drama, Romance",1994,tt0109831,7.1,169331,US
,"Top Gun",movie,"Action, Drama",1986,tt0092099,6.9,514496,ES
,"The Sixth Sense",movie,"Drama, Mystery, Thriller",1999,tt0167404,8.2,1074341,US
,"The Last Emperor",movie,"Biography, Drama, History",1987,tt0093389,7.7,113390,"AG, BB, BS, HN, NI, TT, US"
,"V for Vendetta",movie,"Action, Drama, Sci-Fi",2005,tt0434409,8.1,1195156,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, FR, GT, JM, LC, MC, MX, NI, PA, PE, PT, PY, SV, TC, TT, UY, VE"
,Faces,movie,Drama,1968,tt0062952,7.4,11958,"AG, BB, BS, HN, NI, TT, US"
,"From Dusk Till Dawn",movie,"Action, Crime, Horror",1996,tt0116367,7.2,347579,"AG, BB, BS, NI, TT"
,"The Evil Dead",movie,Horror,1981,tt0083907,7.4,238181,"AR, BA, BG, BO, BR, CL, CO, CR, GT, HR, HU, MD, ME, MK, MX, PE, PL, SI, SK, SV, UY"
,"Harry Potter and the Half-Blood Prince",movie,"Action, Adventure, Family",2009,tt0417741,7.6,609374,"AD, AG, AR, BA, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
,Goodfellas,movie,"Biography, Crime, Drama",1990,tt0099685,8.7,1286647,"AR, BE, BO, BR, BZ, CL, CO, CR, DO, EC, ES, FR, GT, JM, LC, MX, NO, PA, PE, PY, SV, TC, US, UY, VE"
,"Gone with the Wind",movie,"Drama, Romance, War",1939,tt0031381,8.2,339294,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, FR, GT, HN, JM, LC, MC, MX, NI, PA, PE, PT, PY, SV, TC, TT, US, UY, VE"
,"A Trip to the Moon",movie,"Action, Adventure, Comedy",1902,tt0000417,8.1,57154,"AG, BB, BS, HN, NI, TT, US"
,"Monsieur Hulot's Holiday",movie,Comedy,1953,tt0046487,7.3,20625,"AG, BB, BS, HN, NI, TT, US"
,Vampyr,movie,"Fantasy, Horror",1932,tt0023649,7.4,21078,"AG, BB, BS, HN, NI, TT, US"
,"The Passion of Joan of Arc",movie,"Biography, Drama, History",1928,tt0019254,8.1,62339,"AG, BB, BS, HN, NI, TT, US"
,Gattaca,movie,"Drama, Sci-Fi, Thriller",1997,tt0119177,7.7,329301,"AR, BO, BR, CL, CO, CR, GT, MX, PE, SV, US, UY"
,Kolya,movie,"Comedy, Drama, Music",1996,tt0116790,7.7,16392,"CZ, SK"
,Platoon,movie,"Drama, War",1986,tt0091763,8.1,446754,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, SI, SK"
,"Blue Velvet",movie,"Crime, Drama, Mystery",1986,tt0090756,7.7,220406,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, SI, SK"
,"City of Angels",movie,"Drama, Fantasy, Romance",1998,tt0120632,6.7,129547,AD
,Persona,movie,"Drama, Thriller",1966,tt0060827,8,133324,"AG, BB, BS, HN, NI, TT, US"
,Lolita,movie,"Crime, Drama, Romance",1962,tt0056193,7.5,110573,"BZ, DO, EC, JM, LC, PY, TC, VE"
,"Night and Fog",movie,"Documentary, History, Short",1956,tt0048434,8.6,21955,"AG, BB, BS, HN, NI, TT, US"
,Se7en,movie,"Crime, Drama, Mystery",1995,tt0114369,8.6,1846304,"AD, AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, ES, FI, GT, JM, LC, MX, NI, NL, NO, PA, PE, PT, PY, SE, SV, TC, TT, UY, VE"
,Shrek,movie,"Adventure, Animation, Comedy",2001,tt0126029,7.9,752143,"AR, BO, BZ, CL, CO, CR, DO, EC, FR, GT, JM, LC, MC, MX, PA, PE, PY, SV, TC, UY, VE"
,"Shrek 2",movie,"Adventure, Animation, Comedy",2004,tt0298148,7.3,516450,"AR, BO, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,"Shrek the Third",movie,"Adventure, Animation, Comedy",2007,tt0413267,6.1,339031,"AR, BO, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,"Austin Powers: The Spy Who Shagged Me",movie,"Action, Adventure, Comedy",1999,tt0145660,6.7,252699,"AD, BZ, DO, EC, ES, JM, LC, PA, PY, TC, VE"
,"Austin Powers in Goldmember",movie,"Action, Adventure, Comedy",2002,tt0295178,6.2,226016,"AD, BZ, DO, EC, ES, JM, LC, PA, PY, TC, VE"
,"The Music Room",movie,"Drama, Music",1958,tt0051792,7.9,6900,"AG, BB, BS, HN, NI, TT, US"
,Diabolique,movie,"Crime, Drama, Horror",1955,tt0046911,8.1,70453,"AG, BB, BS, HN, NI, RS, TT, US"
,M,movie,"Crime, Mystery, Thriller",1931,tt0022100,8.3,171857,"AG, BB, BS, HN, NI, TT, US"
,"Umberto D.",movie,Drama,1952,tt0045274,8.2,28805,"AG, BA, BB, BG, BS, CZ, HN, HR, HU, MD, ME, MK, NI, PL, RO, SI, SK, TT, US"
,Duel,movie,"Action, Thriller",1971,tt0067023,7.6,80474,"AR, BO, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,"Close Encounters of the Third Kind",movie,"Drama, Sci-Fi",1977,tt0075860,7.6,221286,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, SI, SK"
,Dune,movie,"Action, Adventure, Sci-Fi",1984,tt0087182,6.3,183389,"AG, BB, BS, NI, TT, US"
,"In the Mood for Love",movie,"Drama, Romance",2000,tt0118694,8.1,171148,"AG, BB, BS, DK, FI, HN, NI, NO, SE, TT, US"
,"Strangers on a Train",movie,"Crime, Drama, Film-Noir",1951,tt0044079,7.9,143306,"BZ, DO, EC, JM, LC, PY, TC, VE"
,"Brief Encounter",movie,"Drama, Romance",1945,tt0037558,8,45308,"AG, BB, BS, HN, NI, RS, TT, US"
,"The Mask",movie,"Action, Comedy, Crime",1994,tt0110475,6.9,432889,"AD, AR, BO, BR, BZ, CL, CO, CR, DO, EC, ES, GT, JM, LC, MX, PA, PE, PT, PY, SV, TC, UY, VE"
,"Black Hawk Down",movie,"Action, Drama, History",2001,tt0265086,7.7,430874,"BA, BG, HR, HU, MD, ME, MK, PL, SI, SK"
,"Sleepless in Seattle",movie,"Comedy, Drama, Romance",1993,tt0108160,6.8,194051,"AG, AR, BB, BE, BO, BS, CL, CO, CR, FR, GT, HN, MX, NI, PE, RS, SV, TT, UY"
,"Dangerous Liaisons",movie,"Drama, Romance",1988,tt0094947,7.5,76291,"AD, BE, ES, FR, MC, PT"
,WarGames,movie,"Action, Drama, Sci-Fi",1983,tt0086567,7.1,113597,"AG, BB, BS, HN, NI, RS, TT, US"
,"Singin' in the Rain",movie,"Comedy, Musical, Romance",1952,tt0045152,8.3,265891,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, ES, FI, FR, GT, HN, JM, LC, MC, MX, NI, NO, PA, PE, PT, PY, SE, SV, TC, TT, US, UY, VE"
,"The Color Purple",movie,Drama,1985,tt0088939,7.7,99007,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, ES, FI, FR, GT, JM, LC, MX, NI, NL, NO, PA, PE, PT, PY, SE, SV, TC, TT, UY, VE"
,"A Few Good Men",movie,"Drama, Thriller",1992,tt0104257,7.7,294353,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,"Coffee and Cigarettes",movie,"Comedy, Drama, Music",2003,tt0379217,7,68295,"AG, BB, BS, HN, NI, TT, US"
,Crash,movie,Drama,1996,tt0115964,6.4,67743,"DK, FI, NO, SE"
,"All the President's Men",movie,"Drama, History, Thriller",1976,tt0074119,7.9,128521,"DK, FI, NL, NO, SE"
,"The World of Apu",movie,Drama,1959,tt0052572,8.4,17180,"AG, BB, BS, HN, NI, TT, US"
,Aparajito,movie,Drama,1956,tt0048956,8.2,16409,"AG, BB, BS, HN, NI, RS, TT, US"
,"City Lights",movie,"Comedy, Drama, Romance",1931,tt0021749,8.5,199949,"AG, BB, BS, HN, NI, TT, US"
,"Cool Hand Luke",movie,"Crime, Drama",1967,tt0061512,8.1,191521,"BE, FR, MC"
,"Pandora's Box",movie,"Crime, Drama, Romance",1929,tt0018737,7.7,12098,"AG, BB, BS, HN, NI, TT, US"
,"The Thomas Crown Affair",movie,"Crime, Drama, Romance",1968,tt0063688,6.9,28913,"CZ, MK, RO"
,"The Thomas Crown Affair",movie,"Crime, Romance, Thriller",1999,tt0155267,6.8,102258,"BA, BG, CZ, HN, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
,"The Great Dictator",movie,"Comedy, Drama, War",1940,tt0032553,8.4,241690,"AG, BB, BS, HN, NI, RS, TT, US"
,Bullitt,movie,"Action, Crime, Thriller",1968,tt0062765,7.4,77274,"BE, FR, MC"
,"Dead Man",movie,"Adventure, Comedy, Drama",1995,tt0112817,7.5,104493,"AG, BB, BS, HN, NI, RS, TT, US"
,"Dawn of the Dead",movie,"Action, Horror",2004,tt0363547,7.2,277358,"AR, BO, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,Gremlins,movie,"Comedy, Fantasy, Horror",1984,tt0087363,7.3,253705,"AD, AR, BE, BO, BR, BZ, CL, CO, CR, DO, EC, ES, FR, GT, JM, LC, MX, PE, PT, PY, SV, TC, US, UY, VE"
,"Gremlins 2: The New Batch",movie,"Comedy, Fantasy, Horror",1990,tt0099700,6.4,114819,"AD, AR, BE, BO, BR, BZ, CL, CO, CR, DO, EC, ES, FR, GT, JM, LC, MX, PA, PE, PT, PY, SV, TC, US, UY, VE"
,Godzilla,movie,"Action, Sci-Fi, Thriller",1998,tt0120685,5.4,206396,"AG, BA, BB, BG, BS, CZ, ES, HN, HR, HU, MD, ME, MK, NI, PL, RO, RS, SI, SK, TT"
,"Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb",movie,"Comedy, War",1964,tt0057012,8.3,527232,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
,"The Pink Panther",movie,"Comedy, Crime, Romance",1963,tt0057413,7,57746,"AG, BB, BS, HN, NI, TT, US"
,"For a Few Dollars More",movie,"Drama, Western",1965,tt0059578,8.2,280723,"AG, BB, BS, HN, NI, TT"
,"The Lady Vanishes",movie,"Mystery, Thriller",1938,tt0030341,7.7,58197,"AG, BB, BS, HN, NI, RS, TT, US"
,"Lethal Weapon",movie,"Action, Crime, Thriller",1987,tt0093409,7.6,281317,"AD, AR, BE, BO, BR, CL, CO, CR, DK, ES, FI, FR, GT, MX, NO, PE, PT, SE, SV, UY"
,"Lethal Weapon 2",movie,"Action, Crime, Thriller",1989,tt0097733,7.3,192207,"AD, AR, BE, BO, BR, CL, CO, CR, DK, ES, FI, FR, GT, MX, NO, PE, PT, SE, SV, UY"
,"Lethal Weapon 3",movie,"Action, Crime, Thriller",1992,tt0104714,6.7,181202,"AD, AR, BE, BO, BR, CL, CO, CR, DK, ES, FI, FR, GT, MC, MX, NO, PE, PT, SE, SV, UY"
,"Lethal Weapon 4",movie,"Action, Crime, Thriller",1998,tt0122151,6.6,174422,"AD, AR, BE, BO, BR, CL, CO, CR, DK, ES, FI, FR, GT, MC, MX, NO, PE, PT, SE, SV, UY"
,"Lawrence of Arabia",movie,"Adventure, Biography, Drama",1962,tt0056172,8.3,321136,US
,"Ice Age: The Meltdown",movie,"Adventure, Animation, Comedy",2006,tt0438097,6.8,301820,"CZ, RO"
,Madagascar,movie,"Adventure, Animation, Comedy",2005,tt0351283,6.9,446747,"AR, BO, BZ, CL, CO, CR, DO, EC, FR, GT, JM, LC, MC, MX, PA, PE, PY, SV, TC, UY, VE"
,"Mission: Impossible",movie,"Action, Adventure, Thriller",1996,tt0117060,7.2,478565,"DK, ES, FI, NO, SE"
,"Mission: Impossible II",movie,"Action, Adventure, Thriller",2000,tt0120755,6.1,383835,"DK, ES, FI, NO"
,"Mission: Impossible III",movie,"Action, Adventure, Thriller",2006,tt0317919,6.9,396530,"DK, ES, FI, NO"
,Spaceballs,movie,"Adventure, Comedy, Sci-Fi",1987,tt0094012,7.1,211335,"AG, BB, BS, HN, NI, RS, TT"
,"The Gold Rush",movie,"Adventure, Comedy, Drama",1925,tt0015864,8.1,120619,"AG, BB, BS, HN, NI, TT, US"
,"The Maltese Falcon",movie,"Crime, Film-Noir, Mystery",1941,tt0033870,7.9,168474,"BZ, DO, EC, JM, LC, PY, TC, VE"
,Spartacus,movie,"Adventure, Biography, Drama",1960,tt0054331,7.9,145458,"AR, BO, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,"Dog Day Afternoon",movie,"Biography, Crime, Drama",1975,tt0072890,8,277452,"AR, BO, BR, CL, CO, CR, GT, MX, PE, SV, UY"
,"Seven Years in Tibet",movie,"Adventure, Biography, Drama",1997,tt0120102,7.1,158702,"AR, BO, BR, CL, CO, CR, GT, MX, PE, SV, UY"
,"Dirty Harry",movie,"Action, Crime, Thriller",1971,tt0066999,7.7,171497,"AD, BE, BZ, DK, DO, EC, ES, FI, FR, JM, LC, MC, NO, PA, PT, PY, SE, TC, VE"
,Eraserhead,movie,"Fantasy, Horror",1977,tt0074486,7.3,130589,"AG, BB, BS, HN, NI, TT, US"
,"Chimes at Midnight",movie,"Comedy, Drama, History",1965,tt0059012,7.6,10407,"AG, BB, BS, HN, NI, TT, US"
,Stagecoach,movie,"Adventure, Drama, Western",1939,tt0031971,7.8,55092,"AG, BB, BS, HN, NI, TT, US"
,"Double Indemnity",movie,"Crime, Drama, Film-Noir",1944,tt0036775,8.3,170447,"BZ, DO, EC, JM, LC, PA, PY, TC, VE"
,"Mulholland Drive",movie,"Drama, Mystery, Thriller",2001,tt0166924,7.9,391421,FR
,Sommersby,movie,"Drama, Mystery, Romance",1993,tt0108185,6.3,23588,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, SI, SK"
,"The French Connection",movie,"Action, Crime, Drama",1971,tt0067116,7.7,138833,"AG, BB, BS, HN, NI, RS, TT, US"
,"The Hidden Fortress",movie,"Action, Adventure, Drama",1958,tt0051808,8.1,43123,"AG, BB, BS, HN, NI, TT, US"
,"Elevator to the Gallows",movie,"Crime, Drama, Thriller",1958,tt0051378,7.9,29422,"AG, BB, BS, HN, NI, RS, TT, US"
,"The Prestige",movie,"Drama, Mystery, Sci-Fi",2006,tt0482571,8.5,1473098,"AD, BA, BE, BG, CZ, DK, DO, ES, FI, FR, HR, HU, JM, MC, MD, ME, MK, NO, PA, PL, PY, RO, SE, SK, VE"
,"The Queen",movie,"Biography, Drama",2006,tt0436697,7.3,116815,"FR, MC"
,"The Remains of the Day",movie,"Drama, Romance",1993,tt0107943,7.8,86659,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
