url,title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
,"Mirreyes contra Godínez",movie,Comedy,2019,tt7294400,5.3,1501,"AR, BO, BR, CL, CO, CR, GT, MX, PE, SV, UY"
,"Varda by Agnès",movie,"Biography, Documentary",2019,tt9530198,7.8,2629,"AG, BB, BS, HN, NI, TT"
,"Are You There God? It's Me, Margaret.",movie,"Comedy, Drama, Family",2023,tt9185206,7.3,30666,"AR, BA, BG, BO, BR, BZ, CL, CO, CR, CZ, DO, EC, GT, HR, HU, JM, LC, MD, ME, MK, MX, PA, PE, PL, PY, RO, SI, SK, SV, TC, UY, VE"
,"Body at Brighton Rock",movie,"Comedy, Drama, Fantasy",2019,tt7942746,4.7,2850,"AG, BB, BS, HN, NI, RS, TT"
,"Four Kids and It",movie,"Family, Fantasy",2020,tt5556054,5.1,1835,"BZ, DO, EC, JM, LC, PA, PY, TC, VE"
,"Pat a Mat: Zimní radovánky",movie,"Animation, Family",2018,tt9278264,7.2,94,"BA, BG, HR, HU, MD, ME, MK, PL, SK"
,"Brahms: The Boy II",movie,"Drama, Horror, Mystery",2020,tt9173418,4.7,21216,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,"Teen Titans Go! Vs. Teen Titans",movie,"Action, Adventure, Animation",2019,tt10548944,6.8,4994,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
,"Coborâm la prima",movie,Drama,2018,tt7251888,6.9,834,"MD, RO"
,"Golden Sting",movie,"Drama, Sport",2018,tt7822050,5.7,131,"CZ, SK"
,"Nudo Mixteco",movie,Drama,2021,tt10632226,7,252,"AG, BB, BS, HN, NI, TT, US"
,"Genius Factory",movie,Documentary,2017,tt6394392,6.6,81,"AG, BS"
,"Outside the Bubble: On the Road with Alexandra Pelosi",movie,Documentary,2018,tt9108266,6.4,228,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, GT, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PL, PY, RO, SI, SK, SV, TC, TT, US, UY, VE"
,"At the Heart of Gold: Inside the USA Gymnastics Scandal",movie,"Crime, Documentary, Sport",2019,tt8299654,8,3529,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, PA, PE, PL, PT, PY, RO, RS, SI, SK, SV, TC, TT, US, UY, VE"
,"All Is True",movie,"Biography, Drama, History",2018,tt9206798,6.3,5582,"BA, BE, BG, CZ, FR, HR, HU, MD, ME, MK, PL, RO, SI, SK"
,"The Color Purple",movie,"Drama, Musical",2023,tt1200263,6.8,17855,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
,"Mimi & Líza: Christmas Lights Mystery",movie,Animation,2018,tt10499512,,,"CZ, SK"
,"My Love Affair with Marriage",movie,"Animation, Comedy, Drama",2022,tt6435164,7.1,549,"BA, BG, HR, HU, MD, ME, MK, PL, SI, SK"
,"The Green Knight",movie,"Adventure, Drama, Fantasy",2021,tt9243804,6.6,122390,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
,"Scooby-Doo! and the Curse of the 13th Ghost",movie,"Action, Adventure, Animation",2019,tt9260980,6.4,2008,"AR, BO, CL, CO, CR, DO, GT, JM, MX, PA, PE, PY, SV, UY, VE"
,"Milosc jest wszystkim",movie,"Comedy, Romance",2018,tt7877276,4.6,273,PL
,MaXXXine,movie,"Crime, Horror",2024,tt22048412,6.3,48360,"CL, US"
,Trap,movie,"Crime, Horror, Mystery",2024,tt26753003,5.9,85214,"AR, BE, BO, BR, CL, CO, CR, CZ, DK, ES, FI, GT, MX, NL, NO, PE, RO, SE, SV, US, UY"
,"Superman: Red Son",movie,"Action, Adventure, Animation",2009,tt3215888,7.1,1220,"BO, CL, CR, GT, MX, PE, SV, UY"
,"Justice League: Crisis on Infinite Earths - Part Three",movie,"Action, Adventure, Animation",2024,tt30150917,6,3057,"AR, BR, CO"
,"Absolutely Fabulous: The Movie",movie,"Comedy, Crime",2016,tt2112096,5.4,13360,US
,"Delivery from Earth",movie,"Sci-Fi, Short",2014,tt4396720,7.8,6,"AR, BO, BR, CL, CO, CR, GT, MX, PE, SV, UY"
,"Dino King 3D: Journey to Fire Mountain",movie,"Action, Adventure, Animation",2018,tt7659018,5,396,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, PA, PE, PY, SV, TC, UY, VE"
,"Young Hearts",movie,"Drama, Romance",2020,tt9170758,5.4,311,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
,"The Tomorrow Man",movie,"Drama, Romance",2019,tt8769848,5.9,2446,"AG, BB, BS, HN, NI, TT, US"
,Tigerland,movie,Documentary,2019,tt7913478,6.9,74,"BE, FR, MC"
,"Hail Satan?",movie,Documentary,2019,tt9358044,7.3,8091,"AG, BB, BS, HN, NI, RS, TT"
,"Moonlight Sonata: Deafness in Three Movements",movie,Documentary,2019,tt9135318,7.3,301,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, GT, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PL, PT, PY, RO, SI, SK, SV, TC, TT, US, UY, VE"
,"Blue Beetle",movie,"Action, Adventure, Sci-Fi",2023,tt9362930,5.9,102950,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
,"Hovory s TGM",movie,"Biography, Drama, History",2018,tt8336974,6.4,179,"CZ, SK"
,Honeyland,movie,"Documentary, Drama",2019,tt8991268,8,19675,"AG, BB, BS, HN, NI, TT, US"
,"The Inventor: Out for Blood in Silicon Valley",movie,"Crime, Documentary",2019,tt8488126,7.2,15507,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
,"Marianne & Leonard: Words of Love",movie,"Biography, Documentary, Music",2019,tt9358196,7,2241,US
,"Raise Hell: The Life & Times of Molly Ivins",movie,Documentary,2019,tt9129296,8,633,"AG, BB, BS, HN, NI, TT"
,"Mike Wallace Is Here",movie,"Biography, Documentary",2019,tt9353436,7.4,1035,"AG, BB, BS, HN, NI, TT"
,"Happy New Year",movie,"Comedy, Drama",2018,tt8265174,7,2643,HU
,"The Emperor's Newest Clothes",movie,"Animation, Comedy, Family",2018,tt9042884,5.4,108,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, HN, JM, LC, MX, NI, PA, PE, PY, RS, SV, TC, TT, US, UY, VE"
,"Detective Conan: The Fist of Blue Sapphire",movie,"Action, Adventure, Animation",2019,tt9501310,6.3,2092,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,Moments,movie,Drama,2018,tt9349050,6.5,163,"CZ, SK"
,Kölcsönlakás,movie,"Comedy, Romance",2019,tt9015746,3.9,1138,HU
,Greed,movie,"Comedy, Drama",2019,tt8972256,5.8,8591,"BE, FR"
,"The Roads Not Taken",movie,Drama,2020,tt9411866,5.2,2977,"AG, BB, BS, HN, NI, TT, US"
,"The Festive Menace",movie,"Animation, Comedy, Family",2018,tt9558946,5.5,9,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,"The Dry",movie,"Crime, Drama, Mystery",2020,tt5144174,6.8,35317,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,"One Piece: Stampede",movie,"Action, Adventure, Animation",2019,tt9430698,7.5,8452,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,"Weathering with You",movie,"Animation, Drama, Fantasy",2019,tt9426210,7.5,59099,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
,"Let's Go Luna!: Luna's Christmas Around the World",movie,"Animation, Family",2018,tt9351618,8.1,26,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,"Human Capital",movie,"Drama, Thriller",2019,tt9185066,5.7,9647,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,"Loving Is Losing",movie,"Comedy, Romance",2019,tt9619402,5,159,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,"The Disappearance of Nora",movie,Thriller,1993,tt0106729,5.5,214,"BA, BG, CZ, HR, HU, MD, ME, MK, NL, PL, RO, SI, SK"
,"Natalie Wood: What Remains Behind",movie,"Biography, Documentary",2020,tt9435952,7.1,1710,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, ES, FI, FR, GT, HN, JM, LC, MC, MX, NI, NL, NO, PA, PE, PT, PY, SE, SV, TC, TT, US, UY, VE"
,"Freaks Out",movie,"Adventure, Drama, Fantasy",2021,tt7270808,6.9,7533,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, SI, SK"
,"Aquaman and the Lost Kingdom",movie,"Action, Adventure, Fantasy",2023,tt9663764,5.6,98682,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
,"The Goya Murders",movie,"Crime, Drama, Mystery",2019,tt9173002,4.8,1031,"AD, ES, FR"
,"Pen Pals",movie,,1988,,,,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
,"Fists of Freedom: The Story of the '68 Summer Games",movie,"Documentary, History, Sport",1999,tt0275353,7.6,108,"AG, BB, BS, HN, NI, RS, TT, US"
,"The Music in Me: The Leopards Take Manhattan - The Little Band That Roared",movie,Documentary,2008,tt1213593,8.8,32,"AG, BB, BS, HN, NI, TT, US"
,"Sai de Baixo: O Filme",movie,Comedy,2019,tt8211942,4.7,552,"BZ, DO, EC, JM, LC, PA, PY, TC, VE"
,"Oh Mercy!",movie,"Crime, Drama, Thriller",2019,tt8359840,6.3,2545,"FR, MC"
,"I Can Quit Whenever I Want",movie,Comedy,2019,tt8806768,5.6,2001,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,"Turtles All the Way Down",movie,"Drama, Mystery, Romance",2024,tt7737224,6.6,5853,"AD, AR, BA, BE, BG, BO, BR, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NL, NO, PA, PE, PL, PT, PY, RO, SE, SI, SK, SV, TC, US, UY, VE"
,"She Said, He Said",movie,"Comedy, Family, Romance",2019,tt9660006,4.9,238,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,"Mel Brooks: Unwrapped",movie,"Biography, Documentary, History",2018,tt8709184,6.8,243,"AG, BB, BS, HN, NI, TT, US"
,"Bully. Coward. Victim. The Story of Roy Cohn",movie,Documentary,2019,tt9308256,6.8,974,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, ES, FI, GT, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NO, PA, PE, PL, PT, PY, RO, SE, SI, SV, TC, TT, US, UY, VE"
,"Under the Stars of Paris",movie,Drama,2020,tt11188734,6.1,350,FR
,"The Traitor",movie,"Biography, Crime, Drama",2019,tt7736478,7.1,13383,PL
,"Icarus. The Legend of Mietek Kosz",movie,"Biography, Drama",2019,tt9121954,6.6,585,PL
,4x4,movie,"Crime, Thriller",2019,tt8561690,5.7,2557,"AR, BO, BR, CL, CO, CR, GT, MX, PE, SV, UY"
,"Running with Beto",movie,Documentary,2019,tt8739240,6.1,643,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, HR, HU, JM, LC, MD, ME, MK, MX, NI, NO, PA, PE, PL, PT, PY, RO, SE, SI, SK, SV, TC, TT, UY, VE"
,"Heroes of Envell: Exit Game",movie,"Adventure, Animation, Fantasy",2019,tt7520722,7.2,57,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, SI, SK"
,"Ernie & Joe: Crisis Cops",movie,Documentary,2019,tt9617448,8,364,"AG, BB, BS, HN, NI, TT, US"
,"Benchwarmers 2: Breaking Balls",movie,"Comedy, Sport",2019,tt8750122,4.1,1109,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, SI, SK"
,"The Tesla Case",movie,"Adventure, Comedy, Family",2022,tt14671126,8.3,53,BG
,"Well Groomed",movie,"Documentary, Sport",2019,tt8480782,5.9,601,"AG, BB, BS, HN, NI, TT, US"
,"Any One of Us",movie,"Biography, Documentary",2019,tt8805702,7.8,303,"AG, BB, BS, HN, NI, RS, TT, US"
,"Upon the Magic Roads",movie,"Adventure, Fantasy",2021,tt11390180,5.7,1364,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,"Last Night in Soho",movie,"Drama, Horror, Mystery",2021,tt9639470,7,184846,"CZ, RO"
,"My Sweet Monster",movie,"Adventure, Animation, Family",2021,tt9572006,4.8,518,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,"Kaamelott: First Installment",movie,"Adventure, Comedy, Fantasy",2021,tt9844322,6.1,4190,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,"Hostage Radio",movie,"Action, Adventure, Horror",2019,tt7857374,5.5,2623,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,Blanquita,movie,Drama,2022,tt21376206,6.3,358,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, SI, SK"
,"Those Who Wish Me Dead",movie,"Action, Drama, Thriller",2021,tt3215824,6,74321,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, FI, GT, HN, JM, LC, MX, NI, NO, PA, PE, PT, PY, SE, SV, TC, TT, US, UY, VE"
,Reminiscence,movie,"Mystery, Romance, Sci-Fi",2021,tt3272066,5.9,67542,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, FR, GT, HN, JM, LC, MX, NI, PA, PE, PT, PY, SV, TC, TT, US, UY, VE"
,"Silk Road",movie,"Crime, Drama, Thriller",2021,tt7937254,6,6914,"AR, BO, BR, CL, CO, CR, GT, MX, PE, SV, UY"
,"By a Sharp Knife",movie,Drama,2019,tt9574922,6.5,298,"CZ, SK"
,"The Specials",movie,"Comedy, Drama",2019,tt8655470,7.4,11599,"AD, ES"
,"The King of Staten Island",movie,"Comedy, Drama",2020,tt9686708,7.1,78323,"BA, BG, HR, HU, MD, ME, SI, SK"
,"Cindy La Regia",movie,Comedy,2020,tt8200456,6,1681,"AR, BO, BR, CL, CO, CR, GT, MX, PE, SV, UY"
,"Fixies vs Crabots",movie,"Animation, Comedy, Family",2019,tt11498676,5.7,149,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,"Another Round",movie,Drama,2020,tt10288566,7.7,202800,"AD, ES, FR, MC, PL"
,"Song of Parkland",movie,"Documentary, Drama, Short",2019,tt9701028,6.2,109,"AD, AG, BA, BB, BG, BS, CZ, ES, HN, HR, HU, MD, ME, MK, NI, PL, PT, RO, SI, SK, TT, US"
,"The Misfits",movie,"Action, Adventure, Comedy",2021,tt4876134,4.5,14107,"AR, BO, BR, CL, CO, CR, FR, GT, MC, MX, PE, PL, SV, UY"
,"Batman vs Teenage Mutant Ninja Turtles",movie,"Action, Adventure, Animation",2019,tt9775360,7.1,12932,"AR, BO, BR, CL, CO, CR, GT, MX, PE, SV, UY"
,"Tall Tales",movie,"Drama, Romance, Thriller",2019,tt7757688,6.9,1569,HU
,"Their Lucky Stars",movie,Comedy,2019,tt8924988,5.1,223,PL
,"On the Roof",movie,"Comedy, Drama",2019,tt7424056,6.9,404,"CZ, SK"
,"438 Days",movie,"Drama, Thriller",2019,tt8325442,6.7,3567,"DK, FI, NO, SE"
,"Funny Pages",movie,Comedy,2022,tt8174412,6.2,3856,"BA, BG, HR, HU, MD, ME, MK, PL, SI, SK"
,"Over Fingers",movie,"Comedy, Romance, Sport",2019,tt9048482,5.4,328,"CZ, SK"
,"Judas and the Black Messiah",movie,"Biography, Drama, History",2021,tt9784798,7.4,93073,"AD, AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, GT, HN, JM, LC, MX, NI, PA, PE, PT, PY, RS, SV, TC, TT, US, UY, VE"
,"Bruno Reidal, Confessions of a Murderer",movie,"Biography, Crime, Drama",2021,tt10965850,6.6,903,"BA, BG, HR, HU, MD, ME, MK, PL, SI, SK"
,Servants,movie,Drama,2020,tt8462814,6.4,1013,"CZ, SK"
,Heidi,movie,Drama,2019,tt9800034,6.2,264,"MD, RO"
,"Escape Room: Tournament of Champions",movie,"Action, Adventure, Horror",2021,tt9844522,5.7,62102,ES
,"After Yang",movie,"Drama, Sci-Fi",2021,tt8633464,6.6,23896,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, SI, SK"
,"The Apollo",movie,Documentary,2019,tt7935908,6.8,711,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, FR, GT, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, PA, PE, PL, PT, PY, RO, SI, SK, SV, TC, TT, US, UY, VE"
,"The Coldest Game",movie,"History, Sport, Thriller",2019,tt6445414,6.2,12774,PL
,"Los lobos",movie,Drama,2019,tt9057808,7.2,1272,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,"Fritzi: A Revolutionary Tale",movie,"Animation, Family, History",2019,tt9805160,7,369,"CZ, SK"
,"To Live Again",movie,Drama,1998,tt0146313,6.1,246,"AR, BA, BG, BO, BR, BZ, CL, CO, CR, CZ, DO, EC, GT, HR, HU, JM, LC, MD, ME, MK, MX, NL, PA, PE, PL, PY, RO, SI, SK, SV, TC, UY, VE"
,"Unicorn Wars",movie,"Action, Animation, Comedy",2022,tt10483152,6.9,2433,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, SI, SK"
,"Calamity, a Childhood of Martha Jane Cannary",movie,"Adventure, Animation, Comedy",2020,tt9719864,7.1,757,"BA, BG, HR, HU, MD, ME, MK, SI, SK"
,"The Tomorrow War",movie,"Action, Adventure, Drama",2021,tt9777666,6.6,234107,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, SI, SK"
,"El verano que vivimos",movie,"Drama, Romance",2020,tt10042590,5.9,1017,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
,"Ordinary Love",movie,"Drama, Romance",2019,tt6012380,6.6,5398,"AG, BB, BS, HN, NI, TT, US"
,Nayola,movie,"Animation, Drama, Fantasy",2022,tt3726682,7,291,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, SI, SK"
,"Even Mice Belong in Heaven",movie,"Adventure, Animation, Comedy",2021,tt3804810,6.7,804,"CZ, SK"
,"One Nation Under Stress",movie,Documentary,2019,tt10350078,6.8,195,"AG, BA, BB, BG, BS, CZ, HN, HR, HU, MD, ME, MK, NI, PL, RO, SI, SK, TT, US"
,"Chicken for Linda!",movie,"Animation, Comedy, Musical",2023,tt21042126,7.1,808,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, SI, SK"
,"Barkers: Mind the Cats!",movie,"Adventure, Animation, Family",2020,tt11390126,5.4,97,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,"Love Takes Flight",movie,Romance,2019,tt9876426,7,1622,"DK, FI"
,"Jiu Jitsu",movie,"Action, Sci-Fi, Thriller",2020,tt9624766,2.9,10675,"DK, FI, NO, SE"
,"Game of Thrones: The Last Watch",movie,Documentary,2019,tt10090796,7.1,6762,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
,"My Spy",movie,"Action, Comedy",2020,tt8242084,6.4,38156,"BZ, DO, EC, JM, LC, PA, PY, TC, VE"
,"The Parachute Murder Plot",movie,"Crime, Documentary",2018,tt9143580,6,360,"AD, BA, BG, CZ, HR, HU, MD, ME, MK, NL, PL, PT, RO, SI, SK"
,"The Lady Terrorist",movie,"Comedy, Crime, Drama",2019,tt8852702,6.4,497,"CZ, SK"
,"Sailing Into Love",movie,"Drama, Romance",2019,tt10136854,6.5,1728,"DK, FI"
,"Shazam! Fury of the Gods",movie,"Action, Adventure, Comedy",2023,tt10151854,5.9,130826,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PY, RO, SE, SI, SK, SV, TC, TT, US, UY, VE"
,"La belle époque",movie,"Comedy, Drama, Fantasy",2019,tt9172422,7.4,20175,PL
,Wig,movie,Documentary,2019,tt10206188,6.9,860,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, GT, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PL, PT, PY, RO, SI, SK, SV, TC, TT, US, UY, VE"
,"The Last Trip to the Seaside",movie,"Drama, Short",2019,tt10280050,6.4,84,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, SI, SK"
,"Linda Ronstadt: The Sound of My Voice",movie,"Biography, Documentary, Music",2019,tt10011448,8,2538,"AG, BB, BS, NI, TT"
,"Standing Up, Falling Down",movie,"Comedy, Drama",2019,tt6173484,6.6,2636,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,"Dying to Be Perfect: The Ellen Hart Pena Story",movie,Drama,1996,tt0119030,5.5,257,"AR, BA, BG, BO, BR, BZ, CL, CO, CR, CZ, DO, EC, GT, HR, HU, JM, LC, MD, ME, MK, MX, NL, PA, PE, PL, PY, RO, SI, SK, SV, TC, UY, VE"
,"Send It!",movie,"Action, Adventure, Comedy",2021,tt9009826,4.5,267,PL
,"Ice on Fire",movie,Documentary,2019,tt9114472,7.4,1705,"AD, AG, BA, BB, BE, BG, BS, CZ, ES, FR, HN, HR, HU, MC, MD, ME, MK, NI, NL, PL, PT, RO, SI, SK, TT, US"
,"The Immortal",movie,"Crime, Drama, Thriller",2019,tt9048786,6.8,7646,"AD, AG, BB, BS, ES, HN, NI, NL, PT, RS, TT, US"
,"Legacy of Lies",movie,"Action, Thriller",2020,tt6834916,5.1,4444,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,"I Care a Lot",movie,"Comedy, Crime, Drama",2020,tt9893250,6.4,149869,"DK, FI, NO, SE"
,"The Little Things",movie,"Crime, Drama, Mystery",2021,tt10016180,6.3,131190,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, HN, JM, LC, MX, NI, PA, PE, PY, RS, SV, TC, TT, US, UY, VE"
,"Lego DC Batman: Family Matters",movie,"Action, Animation, Comedy",2019,tt10327712,6.1,1503,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,France,movie,"Comedy, Drama",2021,tt9714030,5.9,4979,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,"Home Videos",movie,Documentary,2019,tt10303674,7.4,185,"AD, AG, BB, BS, BZ, DK, DO, EC, ES, FI, HN, JM, LC, NI, NO, PA, PT, PY, SE, TC, TT, US, VE"
,"Horizon Line",movie,"Action, Adventure, Drama",2020,tt5498354,4.8,11881,"AR, BO, BR, CL, CO, CR, GT, MX, PE, SV, UY"
,"Wedding at Graceland",movie,Romance,2019,tt9777092,5.9,771,"DK, FI"
,"American Traitor: The Trial of Axis Sally",movie,"Drama, History, War",2021,tt7050946,5.7,3398,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,"Straight Up",movie,"Comedy, Romance",2019,tt8855960,6.9,3391,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
,"True Justice: Bryan Stevenson's Fight for Equality",movie,Documentary,2019,tt10260408,8.3,355,"AD, AG, BA, BB, BG, BS, CZ, ES, HN, HR, HU, MD, ME, MK, NI, PL, PT, RO, SI, SK, TT, US"
,"Liberty: Mother of Exiles",movie,Documentary,2019,tt10327518,6.6,184,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NO, PA, PE, PL, PT, PY, RO, SE, SI, SK, SV, TC, TT, US, UY, VE"
,"Na stojaka v kine",movie,Comedy,2018,tt10515548,5,10,SK
,"Lost in the Night",movie,"Drama, Thriller",2023,tt27307501,6.1,867,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, SI, SK"
,"To Catch a Killer",movie,"Action, Crime, Drama",2023,tt10275534,6.6,44176,"AR, BR, CO"
,Mo,movie,Drama,2019,tt10598260,5.8,1034,"MD, RO"
,"Hidden Away",movie,"Biography, Drama",2020,tt8478554,7,1752,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, SI, SK"
